티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
309930,오하임아이엔티,24559781,26818038,2258257,63629944880,69049592225,5419647345
309960,LB인베스트먼트,6339948,6601452,261504,43889535075,45899682170,2010147095
310200,애니플러스,83073852,87402589,4328737,142317048872,148886293888,6569245016
310210,보로노이,695868,513534,-182334,164338700000,120860286650,-43478413350
310840,엔에이치스팩13호,4092317,4398879,306562,8783186845,9453538705,670351860
310870,한국제8호스팩,1353597,1560109,206512,2819899685,3249300470,429400785
311270,키움제5호스팩,590344,629683,39339,1192436425,1268800410,76363985
311320,지오엘리먼트,572663,497336,-75327,4388470935,3803078655,-585392280
311390,네오크레마,68681766,69020626,338860,615971526275,620483396580,4511870305
311690,천랩,19726101,20499436,773335,847160256800,874255459050,27095202250
312610,에이에프더블류,41022624,42071889,1049265,548669726000,563368178950,14698452950
313750,유안타제4호스팩,755560,821978,66418,1527948390,1658477720,130529330
313760,윌링스,23298702,23324724,26022,329216593850,330465555645,1248961795
314130,지놈앤컴퍼니,10962608,12441383,1478775,854845893900,975060366700,120214472800
314140,알피바이오,236655,222725,-13930,1605190335,1509001920,-96188415
314930,바이오다인,2342689,2244110,-98579,33823399170,32273468310,-1549930860
315640,딥노이드,6474778,7534658,1059880,23196105399,26975002550,3778897151
317030,케이비17호스팩,8490939,8799601,308662,17837498670,18555116055,717617385
317120,라닉스,346588582,347640551,1051969,3304517614970,3317197111685,12679496715
317240,TS트릴리온,16534145,18846979,2312834,44209827715,49772426645,5562598930
317320,한화에스비아이스팩,144533440,144557402,23962,486096834655,486370610015,273775360
317330,덕산테코피아,33938150,35683943,1745793,520415559300,546172581660,25757022360
317530,캐리소프트,45706425,46086155,379730,260635823225,263952138130,3316314905
317690,퀀타매트릭스,44454494,46611822,2157328,1144234002250,1201714162600,57480160350
317770,슈프리마아이디,4300272,4277554,-22718,70408859250,70416737450,7878200
317830,에스피시스템스,25636579,25833171,196592,156418724005,157935683570,1516959565
317850,대모,39295987,39201389,-94598,205360363620,205065979450,-294384170
317870,엔바이오니아,96734434,97246334,511900,768008271725,773043025490,5034753765
318000,한국바이오젠,133449675,133800159,350484,1056751415150,1060765394650,4013979500
318010,팜스빌,28320717,28705859,385142,361832611430,366296530770,4463919340
318020,포인트모바일,63479676,64947308,1467632,3134601560700,3192187673050,57586112350
318060,그래피,4065413,4479037,413624,229335350525,253695248900,24359898375
318160,셀바이오휴먼텍,1116594,1196875,80281,9027777880,9592737775,564959895
318410,비비씨,9812120,11336893,1524773,209358790300,243910074000,34551283700
319400,엔에이치스팩14호,77598804,82317006,4718202,306144169405,320261534050,14117364645
319660,피에스케이,71221389,72764219,1542830,1961803488050,1995119705950,33316217900
320000,윈텍,46797190,48062622,1265432,138309888690,141615157990,3305269300
321260,유진스팩4호,2423927,1981283,-442644,4867773250,3980296020,-887477230
321370,센서뷰,50151949,50177704,25755,155454375352,157167216254,1712840902
321550,티움바이오,221881584,224630126,2748542,3503613021640,3547510864900,43897843260
321820,아티스트컴퍼니,399207,409807,10600,1490924969,1524849450,33924481
322180,티라유텍,16128417,16526576,398159,231022409960,237917977310,6895567350
322310,오로스테크놀로지,1425264,1575337,150073,37143146225,41128221950,3985075725
322510,제이엘케이,163242930,167275261,4032331,1490699597260,1532509953285,41810356025
322780,코퍼스코리아,17339441,18158913,819472,44171268120,46026030895,1854762775
323210,이베스트이안스팩1호,1830429,1392487,-437942,3669483710,2790971955,-878511755
323230,엠에프엠코리아,15995457,16846739,851282,40251082490,42140087635,1889005145
323280,신영스팩5호,1554441,1331636,-222805,3148379375,2695959835,-452419540
323350,다원넥스뷰,3605711,3832428,226717,47605693550,50795921345,3190227795
323940,케이비제18호스팩,3040647,2579309,-461338,6084551105,5157789055,-926762050
323990,박셀바이오,162300411,165551525,3251114,11841880511800,11978010196100,136129684300
327260,메탈라이프,24466273,25165408,699135,538207327100,552958259650,14750932550
328130,루닛,3182404,2515746,-666658,129988635625,102381918075,-27606717550
328380,미래에셋대우스팩3호,1992704,2031772,39068,3997149325,4069973995,72824670
329560,상상인이안제2호스팩,1319174,1199543,-119631,2635274155,2393909900,-241364255
330350,위더스제약,37284964,39743817,2458853,972733310850,1045602371700,72869060850
330730,스톤브릿지벤처스,1552538,1715697,163159,9553319640,10611266210,1057946570
330860,네패스아크,31983009,32623930,640921,1374221451650,1400538989450,26317537800
330990,케이비제19호스팩,850340,789734,-60606,1710223645,1584789145,-125434500
331380,유진스팩5호,609181,671409,62228,1223095420,1345001165,121905745
331520,교보9호스팩,2180955,2427709,246754,4540512435,5046072110,505559675
331740,아우토크립트,3147234,2749333,-397901,56206198470,48899516290,-7306682180
331920,셀레믹스,110939930,114773053,3833123,3250573704500,3355734248600,105160544100
332290,대신밸런스제7호스팩,1564963,1926646,361683,3180855675,3908759105,727903430
332370,아이디피,23325210,24708075,1382865,262608203990,280359788400,17751584410
332570,와이팜,77224068,82466620,5242552,1303056507200,1383518654550,80462147350
332710,하나금융14호스팩,3669342,4218892,549550,7612227055,8720417550,1108190495
333050,신한제6호스팩,5424498,5549444,124946,11586590230,11950687655,364097425
333430,미래에셋대우스팩4호,1138033,1220329,82296,2288265080,2450533385,162268305
333620,엔시스,243667,246846,3179,1568304170,1586720375,18416205
334970,프레스티지바이오로직스,1488828,1446163,-42665,4267743476,4132040885,-135702591
335810,프리시젼바이오,87539020,91024575,3485555,2761546844050,2870294374050,108747530000
335870,IBKS제12호스팩,729867,1240503,510636,1508676515,2558055995,1049379480
335890,비올,29440012,31857499,2417487,77676719085,83637780915,5961061830
336060,유안타제5호스팩,1206981,1875064,668083,2423635335,3748200945,1324565610
336570,대신밸런스제8호스팩,917810,1665124,747314,1848451625,3346243330,1497791705
336680,탑런토탈솔루션,3218354,3336883,118529,14702324675,15131752501,429427826
337450,SK5호스팩,431222,960600,529378,864644985,1923493905,1058848920
337930,브랜드엑스코퍼레이션,13770494,15945155,2174661,167128073550,194061401950,26933328400
338220,뷰노,931231,1123647,192416,18645887120,22436828725,3790941605
338840,와이바이오로직스,1659092,1314074,-345018,41699015775,32625969350,-9073046425
339950,아이비김영,12719673,15528416,2808743,22741066765,28086328080,5345261315
340120,하이제5호스팩,622281,1295083,672802,1271614135,2616026625,1344412490
340350,SK6호스팩,456715,1004979,548264,912376330,1996950895,1084574565
340360,유안타제6호스팩,399767,824052,424285,799487845,1640846410,841358565
340440,한화플러스제1호스팩,1398219,1859251,461032,2811462980,3728676620,917213640
340450,지씨지놈,7155601,7893023,737422,63713386725,70110041795,6396655070
340570,티앤엘,14802829,15208544,405715,813926536050,843332942950,29406406900
340810,시선AI,3263953,3279792,15839,11234390116,11302470518,68080402
340930,유일에너테크,46889372,48407522,1518150,65644634246,67829269399,2184635153
341160,하나금융15호스팩,11252018,12866610,1614592,24381444745,28203580825,3822136080
342550,케이비제20호스팩,1700560,2532733,832173,3400222215,5056806115,1656583900
342870,오아,220414,214471,-5943,1634018895,1593454520,-40564375
343510,하나금융16호스팩,410581,742084,331503,833107165,1502027510,668920345
344050,신영스팩6호,1037414,1728856,691442,2085695725,3471088765,1385393040
344860,이노진,4725143,4649937,-75206,8735161814,8617401652,-117760162
347000,센코,109444579,112042727,2598148,2416872292633,2465104125250,48231832617
347140,케이프이에스제4호,1135920,1984859,848939,2291878700,3993761775,1701883075
347700,스피어,27408357,29000432,1592075,1063202232300,1122544065925,59341833625
347740,피엔케이피부임상연구센타,17795127,19038316,1243189,468510821000,501496232700,32985411700
347770,핌스,21622331,22780462,1158131,381598834250,405088829750,23489995500
347850,디앤디파마텍,5458497,5471506,13009,468667996600,466760417400,-1907579200
347860,알체라,92008378,95308333,3299955,3458585883200,3537647933250,79062050050
347890,엠투아이,27941151,29748440,1807289,450812635700,481848071500,31035435800
348030,모비릭스,171983,185868,13885,482442239,520713198,38270959
348080,큐라티스,2420723,2330840,-89883,2562416430,2465573318,-96843112
348150,고바이오랩,140755779,144488203,3732424,5811738469750,5949646105850,137907636100
348210,넥스틴,3075786,3622895,547109,315285886900,371494054800,56208167900
348340,뉴로메카,10074753,10232374,157621,885160925100,900760726800,15599801700
348350,위드텍,14843217,15345633,502416,801034895350,823552882550,22517987200
348370,엔켐,2257467,2432665,175198,184542009150,199476808150,14934799000
349720,이베스트스팩5호,765370,1785647,1020277,1524015295,3552910725,2028895430
351320,IBKS제14호스팩,700461,1038959,338498,1432375445,2123827185,691451740
351330,이삭엔지니어링,558803,567872,9069,4936138755,4985869595,49730840
351340,IBKS제13호스팩,876222,1866277,990055,1785909245,3798879790,2012970545
351870,차이커뮤니케이션,146041,148954,2913,660343920,671788715,11444795
352090,스톰테크,861154,788874,-72280,3136168040,2867818268,-268349772
352480,씨앤씨인터내셔널,313405,364389,50984,10840703275,12436222475,1595519200
352700,씨앤투스,672048,614704,-57344,1469188177,1347013267,-122174910
352770,클리노믹스,50424452,53136519,2712067,980932825200,1034148268100,53215442900
352910,오비고,465135,461109,-4026,2369560852,2357185162,-12375690
352940,인바이오,100427520,103232593,2805073,1777051209350,1817440025950,40388816600
353060,에이치엠씨제5호스팩,332308,796527,464219,663820540,1589522905,925702365
353070,에이치엠씨제4호스팩,148058,774076,626018,295414440,1545793665,1250379225
353190,엔에이치스팩16호,978849,1466423,487574,1975207180,2956570465,981363285
353490,미래에셋대우스팩 5호,5694894,6611394,916500,12789741045,14953439135,2163698090
353590,오토앤,672491,681226,8735,2184299922,2211755394,27455472
353810,이지바이오,28239050,28141583,-97467,1621029045300,1620029115650,-999929650
354200,엔젠바이오,88148532,90905850,2757318,2914915448200,2994591467800,79676019600
354320,알멕,2277848,2048219,-229629,148713709900,134329665900,-14384044000
355150,교보10호스팩,1173467,1597840,424373,2687514850,3598747230,911232380
355390,크라우드웍스,2128667,2182022,53355,7169624997,7339406251,169781254
355690,에이텀,666850,671947,5097,3307123755,3317560810,10437055
356680,엑스게이트,1376421,1283676,-92745,10411113935,9686761170,-724352765
356860,티엘비,9360540,9936588,576048,546074444250,585336345450,39261901200
356890,싸이버원,2235599,2418720,183121,8665910329,9389368093,723457764
357230,에이치피오,543597,543377,-220,1314469451,1316101480,1632029
357550,석경에이티,39851499,41029313,1177814,1278769158550,1311435791550,32666633000
357580,아모센스,2935946,3156482,220536,40883000055,43701457265,2818457210
357780,솔브레인,8182951,8495435,312484,2039891447300,2111362179600,71470732300
357880,SKAI,63823991,64637618,813627,147904925327,149801610028,1896684701
358570,지아이이노베이션,4734681,4567089,-167592,69885540810,66859800950,-3025739860
359090,엔에이치스팩17호,517417,1470431,953014,1043307585,2948550945,1905243360
360070,탑머티리얼,281715,274451,-7264,6029803550,5856933525,-172870025
360350,코셈,374028,404801,30773,2567071035,2771787585,204716550
361390,제노코,8088301,8536141,447840,237363582625,249843921700,12480339075
361570,알비더블유,1213718,913125,-300593,2424480305,1822260299,-602220006
361670,삼영에스앤씨,613288,578525,-34763,1819276849,1717956210,-101320639
362320,청담글로벌,1480438,1372431,-108007,8551103750,7933578925,-617524825
362990,드림인사이트,278519,354795,76276,461664738,588961008,127296270
363250,진시스템,880741,899885,19144,4564421642,4668501431,104079789
363260,모비데이즈,3901342,3993747,92405,6458649429,6619650159,161000730
364950,에이아이코리아,1052308,1094437,42129,7723295970,8029579660,306283690
365270,큐라클,5253800,5844402,590602,69650342065,77079829010,7429486945
365330,에스와이스틸텍,59066560,60010574,944014,242977851423,247046636794,4068785371
365340,성일하이텍,525502,430760,-94742,34003224500,27775464250,-6227760250
365590,엔에이치스팩18호,200526,640657,440131,406928890,1297884220,890955330
365900,브이씨,418257,382155,-36102,1206118730,1101975936,-104142794
366030,공구우먼,7854333,7612733,-241600,50067275820,48603111440,-1464164380
367000,플래티어,158048,153417,-4631,615630094,597696304,-17933790
367340,DB금융스팩8호,505269,1189489,684220,1007792365,2368991735,1361199370
367460,유안타제7호스팩,213648,791521,577873,429291765,1588966025,1159674260
368600,아이씨에이치,5072749,5276120,203371,5162036529,5372562016,210525487
368770,파이버프로,9919427,10601184,681757,168087405075,180773458390,12686053315
368970,오에스피,368061,371303,3242,679449087,685683004,6233917
369370,대신밸런스제9호스팩,654479,1001849,347370,1352236100,2054014745,701778645
370090,퓨런티어,982786,992384,9598,13956833765,14118950755,162116990
371950,풍원정밀,3477858,3453826,-24032,49154601055,48625841875,-528759180
372170,윤성에프앤씨,216204,193500,-22704,7440411975,6636514575,-803897400
372320,큐로셀,888661,811345,-77316,45818719375,41654721125,-4163998250
372800,아이티아이즈,571059,691842,120783,3035875328,3632017074,596141746
373110,엑셀세라퓨틱스,11029698,11275242,245544,19400565357,19874134551,473569194
373160,데이원컴퍼니,1291633,1402210,110577,6422089240,6987556202,565466962
373170,엠아이큐브솔루션,1462706,1462347,-359,12205584825,11920433743,-285151082
373200,엑스플러스,21294520,20721948,-572572,16163978372,15602796918,-561181454
376180,피코그램,7254558,7348157,93599,20504153544,20832712209,328558665
376270,HEM파마,357813,428722,70909,30811710200,36685941400,5874231200
376290,씨유테크,265358,270548,5190,759461374,774843263,15381889
376300,디어유,2831545,2251191,-580354,119905847325,95195391675,-24710455650
376900,로킷헬스케어,4247225,4200707,-46518,256529925400,253696340950,-2833584450
376930,노을,6043835,5770255,-273580,11084763548,10535595999,-549167549
376980,원티드랩,498392,522791,24399,1780476194,1871288732,90812538
377030,비트맥스,11976791,12916153,939362,15144337084,16191757910,1047420826
377220,프롬바이오,13574477,13897981,323504,21435779532,22006727014,570947482
377330,이지트로닉스,334121,363674,29553,1116640688,1214474828,97834140
377450,리파인,443195,416285,-26910,5508892095,5179644970,-329247125
377480,마음AI,1098840,1214526,115686,19169357300,21217921885,2048564585
378340,필에너지,1432791,1272284,-160507,23144386925,20467441470,-2676945455
378800,샤페론,9939744,9528862,-410882,19157744003,18325429020,-832314983
380540,옵티코어,19121620,19378605,256985,68796706567,70012555362,1215848795
380550,뉴로핏,24569839,25086993,517154,793389351325,810222762150,16833410825
381620,제닉스로보틱스,3160640,3248441,87801,42239141170,43484348990,1245207820
382150,온코크로스,5185747,5703520,517773,46588479945,51284938295,4696458350
382480,지아이텍,6056007,5716531,-339476,14726464971,13942142988,-784321983
382800,지앤비에스 에코,12074677,12202635,127958,46314075913,46813615353,499539440
382840,원준,4453459,4458409,4950,46152687910,46351455030,198767120
382900,범한퓨얼셀,982642,901797,-80845,31670169300,29195053025,-2475116275
383310,에코프로에이치엔,4201195,4329436,128241,156981298050,162199416550,5218118500
383930,디티앤씨알오,1949078,1901732,-47346,5513714263,5392655669,-121058594
384470,코어라인소프트,1575508,1669703,94195,6369265822,6744760359,375494537
387570,파인메딕스,238413,265755,27342,1746242430,1942046010,195803580
388050,지투파워,32285037,32279615,-5422,345758136785,345862559840,104423055
388210,씨엠티엑스,1600589,1561511,-39078,225486021800,217491183100,-7994838700
388610,지에프씨생명과학,290494,293474,2980,3512131990,3542222450,30090460
388720,유일로보틱스,1070013,1191585,121572,133886592650,147781845400,13895252750
388790,라이콤,12770843,12514091,-256752,37186892159,36554357049,-632535110
388870,파로스아이바이오,1529426,1549013,19587,13637853505,13828096765,190243260
389020,자람테크놀로지,1977507,1870245,-107262,90180111775,85219898600,-4960213175
389030,지니너스,5139026,4984790,-154236,16946631057,16463999259,-482631798
389140,포바이포,45830856,46132457,301601,515517142325,519502425330,3985283005
389260,대명에너지,1931588,2098659,167071,38361771410,41676411245,3314639835
389470,인벤티지랩,1109352,1056773,-52579,82184170200,78056024700,-4128145500
389500,에스비비테크,2154733,2041692,-113041,135889095150,128767869000,-7121226150
389650,넥스트바이오메디컬,836022,867744,31722,63534748100,65724727750,2189979650
389680,유디엠텍,100638350,100519731,-118619,126008178190,126133588173,125409983
391710,코닉오토메이션,3270606,3419663,149057,7906144026,8250846806,344702780
393210,토마토시스템,20564912,20695899,130987,110952403586,111877296125,924892539
393890,더블유씨피,6857038,5910959,-946079,65982929875,56481944335,-9500985540
393970,대진첨단소재,7336286,7519103,182817,31149885776,31934427692,784541916
394280,오픈엣지테크놀로지,5195108,5254987,59879,86458981885,88187885360,1728903475
394800,쓰리빌리언,3790927,4172707,381780,55573687665,61916144795,6342457130
396270,넥스트칩,11975377,12421335,445958,44970688206,46420163960,1449475754
396300,세아메카닉스,22580162,22373895,-206267,105415729580,104683112800,-732616780
396470,워트,1020236,994610,-25626,7595714660,7376781905,-218932755
397030,에이프릴바이오,5599091,5215851,-383240,365615776400,340095002700,-25520773700
397810,애드포러스,308734,295200,-13534,2259836005,2161819710,-98016295
398120,에스지헬스케어,5095219,5225593,130374,20472868521,21101059685,628191164
399720,가온칩스,1352624,1397703,45079,92132672450,94978713400,2846040950
402030,코난테크놀로지,405787,340246,-65541,9122540875,7610718450,-1511822425
402490,그린리소스,15170557,15404200,233643,149321466570,151806242885,2484776315
403490,우듬지팜,2455243,2105448,-349795,3644374249,3117374342,-526999907
403850,더핑크퐁컴퍼니,719310,822002,102692,16154659625,18373568450,2218908825
403870,HPSP,16101206,18234213,2133007,717672709375,803974944875,86302235500
405000,플라즈맵,308778,310247,1469,1897852625,1902035895,4183270
405100,큐알티,1675423,1492293,-183130,30912011940,27458644425,-3453367515
405920,나라셀라,204967,214396,9429,517848374,542197277,24348903
406820,뷰티스킨,2307724,2177668,-130056,6638485685,6280072419,-358413266
407400,꿈비,1360894,1243131,-117763,6623950076,6035324511,-588625565
408900,스튜디오미르,1768353,1733595,-34758,4805876788,4719470110,-86406678
408920,메쎄이상,799592,792567,-7025,2809089616,2795850843,-13238773
411080,샌즈랩,603410,592621,-10789,4282973695,4197840035,-85133660
412350,레이저쎌,57742609,58119512,376903,238141862680,239547988232,1406125552
413390,엠오티,2196007,2053662,-142345,20818428825,19492064225,-1326364600
413630,씨피시스템,17640292,17714364,74072,85413730757,85932153543,518422786
413640,비아이매트릭스,2807579,3126254,318675,29193119345,32420915765,3227796420
415380,스튜디오삼익,566641,525264,-41377,1255072696,1165016833,-90055863
416180,신성에스티,1367897,1422824,54927,53209547200,55247407875,2037860675
417010,나노팀,32459743,32483147,23404,423160646710,424273951895,1113305185
417180,핑거스토리,1161349,1249011,87662,2090831543,2241639924,150808381
417200,LS머트리얼즈,20806648,20903142,96494,344684636095,346079037090,1394400995
417500,제이아이테크,2020831,1862444,-158387,7110103073,6551212370,-558890703
417790,트루엔,384652,372251,-12401,3066606510,2966485610,-100120900
417840,저스템,23676175,24118528,442353,178497990325,182140249520,3642259195
417860,오브젠,143653,140893,-2760,1432818445,1408333450,-24484995
417970,모델솔루션,894265,870741,-23524,19741479775,19207978225,-533501550
418420,라온텍,5048150,4964338,-83812,32103054000,31561911945,-541142055
418470,KT밀리의서재,900905,1130484,229579,13210411360,16645166275,3434754915
418550,제이오,1985227,1840484,-144743,17999074130,16685145960,-1313928170
418620,E8,1661899,1512461,-149438,2205098516,2006548983,-198549533
419050,삼기에너지솔루션즈,2353698,2286938,-66760,4093149853,3971745630,-121404223
419080,엔젯,1659641,1534724,-124917,12403837340,11536411405,-867425935
419120,산돌,3054378,3107513,53135,13590028602,13853753513,263724911
419530,SAMG엔터,1606895,1912474,305579,67751750650,78462828450,10711077800
419540,비스토스,2385681,2171724,-213957,2664442119,2424869367,-239572752
420570,제이투케이바이오,140467,124029,-16438,1173106170,1034452790,-138653380
420770,기가비스,1344292,1107063,-237229,81162124250,66157253150,-15004871100
424760,벨로크,1429537,1460744,31207,1573657081,1612086252,38429171
424870,이뮨온시아,7681684,6925699,-755985,69739982980,63369057770,-6370925210
424960,스마트레이더시스템,1635711,1787873,152162,12591132760,13716865875,1125733115
424980,마이크로투나노,984441,943515,-40926,13728348500,13088365025,-639983475
425040,티이엠씨,3352750,3325102,-27648,32885324305,32581922035,-303402270
425420,티에프이,1744154,1873732,129578,75046463900,80303244825,5256780925
429270,시지트로닉스,1178837,1107833,-71004,5566939693,5234687204,-332252489
430690,한싹,506929,535090,28161,2233551406,2352039708,118488302
431190,케이쓰리아이,1039648,1065394,25746,5292368921,5417460010,125091089
432430,와이랩,749971,810187,60216,2795276710,3017970000,222693290
432470,케이엔에스,4902746,4899320,-3426,77316407540,77167359155,-149048385
432720,퀄리타스반도체,2132589,2107543,-25046,28500022085,28010373340,-489648745
432980,엠에프씨,3385496,3737329,351833,13221520119,14564758437,1343238318
434480,모니터랩,3040415,3008838,-31577,12572986371,12516498521,-56487850
435570,에르코스,888831,894625,5794,11962509005,12061573930,99064925
437730,삼현,4385764,3487941,-897823,232196506700,189234157975,-42962348725
438700,버넥트,588473,550652,-37821,2234256862,2094931904,-139324958
439090,마녀공장,444535,446790,2255,6400737505,6405388835,4651330
439580,블루엠텍,3416428,3428628,12200,15194982549,15234256715,39274166
440110,파두,25079984,27547904,2467920,1168502061350,1280157566775,111655505425
440290,HB인베스트먼트,2352850,2194432,-158418,5125292106,4780117399,-345174707
440320,오픈놀,385469,367802,-17667,1404242985,1342894981,-61348004
441270,파인엠텍,7409708,6686898,-722810,79457291490,71332519730,-8124771760
443250,레뷰코퍼레이션,199629,191953,-7676,2183390640,2090459540,-92931100
443670,에스피소프트,2650590,2649880,-710,15197523105,15216565520,19042415
444530,심플랫폼,406060,410281,4221,2772646440,2804069650,31423210
444920,유안타제11호스팩,154918,245590,90672,326633159,517196603,190563444
445090,에이직랜드,1163436,1044551,-118885,36943948075,33082596550,-3861351525
445180,퓨릿,1201620,1143147,-58473,11402272960,10830090975,-572181985
445680,큐리옥스바이오시스템즈,747764,764253,16489,87255362800,89427553350,2172190550
446540,메가터치,2575157,2341490,-233667,10857578592,9892095128,-965483464
446840,지슨,1338591,1539554,200963,2209828589,2528502950,318674361
448280,에코아이,279730,296168,16438,2952984850,3092698050,139713200
448710,코츠테크놀로지,817054,816516,-538,15484478965,15449239920,-35239045
448900,한국피아이엠,1768567,1384539,-384028,132907014550,102089488300,-30817526250
450330,하스,708035,542741,-165294,4708519920,3603969850,-1104550070
450520,인스웨이브,743122,762674,19552,2512657562,2574118540,61460978
450940,유안타제14호스팩,342309,74514,-267795,725305353,157755045,-567550308
450950,아스테라시스,1594287,1601903,7616,23050545485,23112110010,61564525
451220,아이엠티,7481564,7650275,168711,98839915805,101413591475,2573675670
451250,삐아,538826,560182,21356,4926737805,5100390060,173652255
451700,엔에이치스팩29호,4461176,6421995,1960819,10766137153,15509005518,4742868365
451760,컨텍,13979744,14456598,476854,305319198090,315693643470,10374445380
452160,제이엔비,367736,358868,-8868,2448509425,2386364715,-62144710
452190,한빛레이저,2623519,2470338,-153181,12653091351,11893379704,-759711647
452200,민테크,1527548,1408442,-119106,3865970992,3552425935,-313545057
452280,한선엔지니어링,1763405,2120833,357428,18538989010,22274634565,3735645555
452300,캡스톤파트너스,17957131,18120279,163148,63019430500,63824501349,805070849
452400,이닉스,406545,369417,-37128,4395142160,3980339525,-414802635
452430,사피엔반도체,463399,582389,118990,16939257025,21080132875,4140875850
452450,피아이이,4946242,4971731,25489,32178988505,32151152595,-27835910
452670,상상인제4호스팩,76616,128651,52035,161655874,270278689,108622815
452980,신한제11호스팩,479084,318894,-160190,1007408396,670689461,-336718935
453450,그리드위즈,1411743,1498568,86825,25033233565,26568139435,1534905870
453860,에이에스텍,200862,175836,-25026,3140717040,2745480640,-395236400
454640,하나29호스팩,210492,208530,-1962,446213655,442054685,-4158970
455180,케이지에이,1346614,1239357,-107257,4654609846,4284726689,-369883157
455310,한화플러스제4호스팩,130840,102182,-28658,275372198,214972390,-60399808
455900,엔젤로보틱스,1532715,1504068,-28647,53860402400,52836970825,-1023431575
455910,에스케이증권제9호스팩,498070,107890,-390180,1056254510,228648365,-827606145
456010,아이씨티케이,8371560,8175131,-196429,149073227040,145494693290,-3578533750
456070,이엔셀,4911627,5041691,130064,85764246795,88028934900,2264688105
456160,지투지바이오,8410392,7570418,-839974,759970218000,682668649450,-77301568550
456490,교보14호스팩,570980,402937,-168043,1212357605,855526855,-356830750
457370,한켐,2971663,2873353,-98310,30613965370,29692584215,-921381155
457550,우진엔텍,8722101,8627776,-94325,261252978275,258603480275,-2649498000
457600,벡트,455107,465242,10135,1003164998,1025746274,22581276
457630,대신밸런스제16호스팩,553235,251827,-301408,1167566784,529441662,-638125122
457940,에스케이증권제10호스팩,262984,144548,-118436,555861968,305415498,-250446470
458610,한국제12호스팩,478713,185549,-293164,1012193744,391373089,-620820655
458650,성우,2418962,2376559,-42403,32880803330,32357537220,-523266110
458870,씨어스테크놀로지,704238,732314,28076,113388503850,117360374800,3971870950
459100,위츠,643054,633857,-9197,4379940310,4302752230,-77188080
459510,나우로보틱스,1875206,1859162,-16044,56189180700,55737940750,-451239950
459550,알트,36304365,36728158,423793,155171977977,157124800598,1952822621
460470,아이빔테크놀로지,5455350,5452500,-2850,18796676216,18863179977,66503761
460870,에스엠씨지,1257878,1739518,481640,4405843751,6056202701,1650358950
460930,현대힘스,3901901,4567717,665816,73395060555,85516281260,12121220705
460940,피앤에스로보틱스,2330528,2460336,129808,24637564900,26100822610,1463257710
461030,아이엠비디엑스,877589,888736,11147,7620787920,7736014900,115226980
461300,아이스크림미디어,214833,351915,137082,3465016140,5629507400,2164491260
462020,에이치엠씨제6호스팩,117739,103345,-14394,247785529,217318483,-30467046
462310,뉴키즈온,342624,375601,32977,1530690078,1681433871,150743793
462350,이노스페이스,11291841,11453228,161387,241669124885,245051940060,3382815175
462510,라메디텍,823781,837078,13297,4562107155,4636291105,74183950
462860,더즌,19805306,19900808,95502,97075205183,97838447399,763242216
462980,아이지넷,1411872,1275173,-136699,2843610541,2559606482,-284004059
463020,뉴엔AI,1184489,1200044,15555,19080110170,19234919635,154809465
463480,모티브링크,740757,636948,-103809,6344221645,5476282910,-867938735
464080,에스오에스랩,12240433,11984356,-256077,246687038655,242310315110,-4376723545
464280,티디에스팜,296539,259948,-36591,2922561255,2552669165,-369892090
464440,한국제13호스팩,101194,61298,-39896,216048485,128752920,-87295565
464490,쿼드메디슨,26243032,26487348,244316,464422993260,468998217365,4575224105
464500,아이언디바이스,3142613,2916873,-225740,11137275157,10342255678,-795019479
464580,닷밀,1214969,1150941,-64028,3087517677,2922507790,-165009887
464680,KB제27호스팩,453234,313441,-139793,951973492,656027029,-295946463
465480,인스피언,2002940,1959320,-43620,11331119410,11105831716,-225287694
466100,클로봇,4157192,4079181,-78011,288807575750,283522066750,-5285509000
466410,사이냅소프트,306511,358649,52138,3724567295,4347158400,622591105
466690,키움히어로제1호스팩,426025,217847,-208178,872459713,444372767,-428086946
466910,엔에이치스팩30호,5397489,6187861,790372,19787143181,22610968630,2823825449
467930,IBKS제23호스팩,105119,53905,-51214,233608560,119747705,-113860855
468530,프로티나,1471288,1558594,87306,110343863700,116939108000,6595244300
468760,유진스팩10호,113380,114019,639,238775027,239903327,1128300
469480,IBKS제24호스팩,54890,62686,7796,123881510,141547655,17666145
469610,이노테크,1266838,1553298,286460,30613516900,37181837150,6568320250
469750,아이비젼웍스,8777979,8854315,76336,12209505737,12287013602,77507865
469880,하나30호스팩,151504,154895,3391,317117182,321720117,4602935
469900,하나31호스팩,107863,84055,-23808,225376630,174749635,-50626995
471050,대신밸런스제17호스팩,90882,50249,-40633,197655890,108964937,-88690953
471820,셀로맥스사이언스,3278037,3130745,-147292,19499878400,18774266010,-725612390
472220,신영스팩10호,63799,70624,6825,140555494,154802479,14246985
472230,에스케이증권제11호스팩,127733,75147,-52586,263729955,155043275,-108686680
472850,폰드그룹,1530892,1347593,-183299,9926855315,8798034450,-1128820865
473000,에스케이증권제12호스팩,77732,76139,-1593,159733450,156318040,-3415410
473050,유안타제15호스팩,364030,431888,67858,747942924,886535478,138592554
473370,비엔케이제2호스팩,898387,973304,74917,2476938380,2683513456,206575076
473950,에스케이증권제13호스팩,155339,136709,-18630,319984979,281696844,-38288135
